instance,heuristic,best_cost,avg_cost,avg_initial_cost,avg_time,runs,best_solution
st70,nearest_neighbor,701,701.0,830.0,0.5712705612182617,5,"[22, 35, 0, 15, 46, 36, 57, 49, 51, 9, 4, 52, 5, 40, 42, 16, 20, 33, 11, 59, 50, 55, 64, 63, 10, 47, 66, 32, 53, 61, 38, 24, 44, 60, 39, 45, 26, 8, 67, 43, 29, 19, 13, 27, 7, 25, 48, 54, 18, 6, 31, 2, 41, 17, 3, 1, 23, 14, 56, 34, 69, 28, 12, 30, 68, 37, 58, 62, 65, 21]"
st70,cheapest_insertion,719,719.0,744.0,0.22695708274841309,5,"[3, 17, 41, 5, 40, 42, 16, 8, 26, 45, 39, 44, 24, 38, 60, 33, 20, 11, 61, 53, 47, 66, 10, 63, 64, 50, 55, 32, 59, 51, 9, 49, 36, 57, 4, 52, 65, 21, 37, 22, 46, 15, 0, 35, 28, 12, 69, 34, 30, 68, 58, 62, 56, 14, 23, 18, 6, 25, 54, 48, 7, 27, 13, 19, 29, 67, 43, 2, 31, 1]"
