instance,heuristic,best_cost,avg_cost,avg_initial_cost,avg_time,runs,best_solution
berlin52,nearest_neighbor,7749,7749.0,8980.0,0.1963416576385498,5,"[21, 0, 31, 48, 35, 34, 33, 38, 39, 36, 37, 47, 23, 4, 14, 5, 3, 24, 11, 27, 26, 25, 46, 12, 13, 51, 10, 50, 32, 42, 9, 8, 7, 40, 18, 44, 2, 16, 20, 41, 6, 1, 29, 28, 15, 45, 43, 49, 19, 22, 30, 17]"
berlin52,cheapest_insertion,8507,8507.0,9041.0,0.16043410301208497,5,"[29, 28, 15, 49, 19, 22, 21, 0, 43, 33, 34, 35, 36, 45, 47, 23, 4, 5, 24, 11, 27, 26, 25, 46, 12, 13, 51, 10, 50, 3, 14, 37, 39, 38, 48, 31, 44, 18, 42, 32, 9, 8, 7, 40, 2, 16, 17, 30, 20, 41, 6, 1]"
